"","K1","K2","K3","K4","K5","K6","s1_xgl_root_1","s1_xgl_root_2","s1_xgl_root_3","s1_xgl_soil_1","s1_xgl_soil_2","s1_xgl_soil_3","s2_xgl_root_1","s2_xgl_root_2","s2_xgl_root_3","s2_xgl_soil_1","s2_xgl_soil_2","s2_xgl_soil_3","SK1","SK2","SK3","SK4","SK5","SK6","XF1_1","XF1_2","XF1_3","XF1","XF2_1","XF2_2","XF2_3","XF2","XF3","XF4","XF5","XF6"
"ASV_444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,8,458,166,123,162,49
"ASV_445",0,18,0,11,0,0,0,0,0,0,0,0,0,0,0,35,0,29,23,51,52,10,66,99,0,0,0,5,0,0,0,0,0,4,0,0
"ASV_448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,100,71,66,73,207,109,118,272,79
"ASV_449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,8,7,11,259,178,160,221,117
"ASV_450",56,0,54,0,109,0,71,21,45,42,49,24,60,76,106,0,17,0,0,0,0,0,0,0,0,0,0,0,53,35,61,0,0,0,0,0
"ASV_451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,19,0,10,298,276,440,19,0,0,19,9
"ASV_456",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,39,15,12,37,10,0,6,0,92,0,0,0,64,103,114,74,26
"ASV_457",125,81,89,39,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,31,0,0,0,51,51,0,0,0,0,0
"ASV_459",0,26,0,21,0,0,108,63,76,24,29,26,48,58,102,0,0,36,0,20,0,0,0,0,14,0,0,0,45,55,36,0,0,0,0,0
"ASV_460",18,0,0,8,0,0,0,19,0,0,0,0,0,43,25,475,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_461",62,17,49,13,14,178,0,0,0,24,187,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,62,70,0,0,0,0,0
"ASV_463",44,94,29,0,19,0,0,0,0,0,0,0,45,28,35,62,16,34,22,0,40,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,89,45,46,94,0,0,0,22,0,0,4,0,0,14,0,0
"ASV_465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,147,89,12,103,25,46,42,180,182,116,82,41
"ASV_466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,24,10,105,0,0,0,0,40,0,0,0,86,29,26,28,0
"ASV_467",0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,30,22,5,0,0,24,0,19,18,0,143,20,26,25,156,107,89,107,74
"ASV_468",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,88,35,16,58,80,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_470",0,0,0,0,0,0,0,0,0,50,55,32,0,0,10,150,166,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_471",30,30,0,0,47,44,25,0,0,0,0,0,0,0,36,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,173,35,33,95,138,145,67,54,39,22,0
"ASV_473",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,85,100,44,90,374,79,84,136,43
"ASV_476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,149,0,0,0,330,131,138,195,75
"ASV_480",45,48,45,69,55,60,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,19,0,0,0,0,0,0,0,0,0,27,0,0,16,0
"ASV_481",0,0,0,0,0,0,0,0,0,97,99,76,0,0,0,22,220,154,0,0,0,0,0,0,0,0,0,12,0,0,0,34,0,0,11,0
"ASV_482",67,0,57,0,0,0,35,77,33,26,15,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_483",0,0,0,0,0,0,10,15,0,114,134,80,13,0,25,83,57,145,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_484",0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,53,10,12,0,0,30,0,12,0,0,99,13,0,9,182,93,68,117,24
"ASV_485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,44,0,43,24,6,122,39,48,46,158,89,59,91,40
"ASV_486",0,0,0,0,0,0,0,0,0,23,50,12,0,0,0,55,23,95,16,70,78,21,43,28,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_488",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,66,54,276,25,47,46,12,39,73,5,0,0,0,0,0,0,0,0,0,0,0
"ASV_489",48,32,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,125,30,27,56,275,55,65,93,37
"ASV_491",10,12,11,0,0,0,0,0,0,0,10,0,66,7,55,56,18,86,52,8,0,0,182,8,0,0,0,2,14,12,20,0,5,0,0,0
"ASV_492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,159,20,33,26,250,173,122,151,76
"ASV_493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,10,12,219,214,170,158,56
"ASV_494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,114,26,26,12,374,94,107,178,68
"ASV_495",5,22,16,18,7,16,0,0,0,0,0,0,0,0,0,38,42,86,33,54,10,8,9,14,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,26,20,0,97,77,46,115,126,74,64,123,34
"ASV_501",0,0,0,0,21,0,50,95,254,0,0,0,68,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
"ASV_502",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,62,28,9,37,153,207,224,115,37,31,66,17
"ASV_503",0,19,10,0,7,0,0,0,8,0,0,0,0,0,0,0,0,18,0,6,13,0,0,0,0,0,0,0,15,13,28,0,0,0,0,0
"ASV_505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,88,18,47,114,128,177,45,94,59,33,26
"ASV_506",0,0,0,0,0,0,0,5,0,0,0,0,91,90,150,24,11,63,0,0,0,0,0,0,0,0,0,0,86,63,127,0,0,0,0,0
"ASV_507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,121,98,46,82,85,6,0,0,0,0,0,0,0,0,0,0,0
"ASV_508",0,0,0,0,0,0,7,0,0,0,19,0,21,18,14,16,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_509",34,0,27,33,0,34,0,0,14,29,19,0,23,37,32,0,0,36,0,85,0,15,48,77,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_510",0,0,0,0,0,0,0,0,0,125,0,62,0,0,0,0,52,527,0,0,0,0,0,0,0,0,0,0,28,26,63,0,0,0,0,0
"ASV_511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32,0,112,123,129,133,150,55,77,63,21
"ASV_514",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,59,19,0,27,0,0,0,0,76,0,0,0,0,47,44,33,39
"ASV_515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,19,0,179,35,36,47,208,108,98,137,60
"ASV_516",23,164,40,85,51,0,0,0,0,2,2,2,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ASV_519",0,104,0,0,32,0,4,14,4,17,32,11,5,0,15,28,6,0,9,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_520",0,0,0,0,0,0,0,0,0,19,12,15,0,0,0,8,6,173,0,0,0,0,0,0,78,35,16,12,123,168,215,28,13,11,24,4
"ASV_521",32,25,44,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,40,0,0,31,111,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_522",15,33,14,16,34,29,16,33,30,15,0,0,98,92,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0,0,228,35,19,0,160,213,277,6,0,0,0,0
"ASV_525",7,0,0,0,0,0,0,10,46,109,117,116,9,9,7,36,42,227,11,0,0,0,0,0,86,49,16,9,0,8,7,6,0,0,0,0
"ASV_526",7,15,15,26,23,12,0,0,0,0,47,37,0,0,0,0,0,348,44,33,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_528",35,127,55,102,70,103,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_530",29,87,0,0,0,0,57,0,0,47,34,23,34,26,93,0,35,117,0,0,0,0,0,0,0,0,0,0,47,63,51,0,0,0,0,0
"ASV_538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,261,64,21,13,35,13,27,81,36,6,9
"ASV_542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,25,0,109,47,94,95,239,63,68,106,26
"ASV_547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,172,0,0,43,251,91,105,171,72
"ASV_548",3,43,10,39,18,41,0,0,0,4,8,15,0,0,0,0,0,0,32,58,11,9,18,6,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_553",48,87,81,39,43,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,28,0,0,0,0,9,0,0,89,0,0,0,0
"ASV_557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,57,25,77,73,102,114,39,110,93,81,39
"ASV_558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,146,141,221,108,57,47,73,36
"ASV_559",0,0,18,14,13,21,0,0,0,0,20,0,0,0,0,0,0,0,23,72,34,27,34,71,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_560",28,103,47,62,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,117,21,37,61,205,124,109,150,62
"ASV_563",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,104,35,75,40,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_564",0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,24,0,25,0,0,0,0,0,0,160,89,21,45,75,112,128,30,65,47,0,0
"ASV_568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,168,17,29,27,137,179,127,122,66
"ASV_569",0,0,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,55,0,0,0,0,0,0,76,34,18,89,74,73,103,104,68,68,61,39
"ASV_570",41,43,45,61,58,32,0,0,0,4,0,0,0,0,5,0,8,44,30,60,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_571",37,17,30,34,0,0,0,0,0,0,0,0,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"ASV_574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,141,67,20,0,170,210,261,0,0,0,0,0
"ASV_576",0,0,0,0,0,12,0,0,11,69,83,46,24,0,0,15,17,118,9,8,12,7,14,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_579",0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36,102,84,11,83,26,0,0,0,0,0,0,0,14,0,0,4,0
"ASV_581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,31,8,91,65,88,86,81,101,70,126,52
"ASV_583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,69,59,25,61,91,101,149,81,62,52,42,27
"ASV_585",23,90,36,32,12,35,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,49,66,106,42,72,98,40,96,81,64,69
"ASV_588",0,0,0,0,0,0,14,0,19,0,0,0,151,22,88,20,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,50,44,13,25,166,186,254,63,0,16,0,0
"ASV_591",0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,13,0,0,2,0,31,7,90,0,0,0,249,65,58,112,45
"ASV_593",15,40,12,0,13,29,0,0,0,22,0,0,0,24,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_594",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,51,13,16,67,28,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_595",0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,8,0,214,237,302,0,0,0,0,0
"ASV_598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,83,44,0,55,59,62,90,95,83,71,81,65
"ASV_599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,365,186,45,0,48,103,67,0,0,0,0,0
"ASV_601",0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,131,61,0,78,105,114,0,0,0,0,0
"ASV_602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,220,140,27,56,52,45,57,61,49,53,26,38
"ASV_604",0,0,24,0,57,0,0,0,0,24,27,68,0,0,0,12,21,33,72,22,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_606",0,59,29,0,57,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,236,266,0,0,0,0,0
"ASV_607",0,0,0,0,0,0,0,0,0,51,50,42,0,0,0,41,69,230,0,0,0,0,0,0,62,45,23,14,44,36,94,19,0,0,0,0
"ASV_608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,23,68,9,14,28,49,18,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,12,294,72,91,176,36
"ASV_614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,112,21,24,32,217,119,94,130,50
"ASV_615",31,15,35,0,27,472,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,71,0,0,0,0,7,3,2,42,0,0,0,0
"ASV_616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,133,44,32,48,207,85,78,114,45
"ASV_618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,111,17,18,0,186,226,253,0,0,0,0,0
"ASV_620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,21,0,111,26,15,43,87,235,132,43,40
"ASV_621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,79,76,83,80,196,81,63,100,28
"ASV_622",0,0,0,0,0,0,76,16,157,54,42,33,41,80,42,13,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_623",6,19,6,6,5,0,13,17,21,26,34,12,28,57,58,24,7,38,0,0,0,0,0,0,0,0,0,0,24,21,25,0,0,0,0,0
"ASV_624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,107,54,23,60,100,148,159,34,50,42,25,0
"ASV_625",18,5,29,0,0,21,41,20,48,0,0,0,34,348,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,28,0
"ASV_627",60,31,15,14,59,72,17,9,12,0,0,0,12,16,44,0,0,0,29,0,0,10,0,0,0,0,0,7,0,0,0,12,0,0,0,0
"ASV_629",0,32,43,47,0,33,0,0,2,0,0,0,0,0,0,0,0,0,47,34,0,0,42,15,0,0,0,24,17,34,18,0,0,12,0,20
"ASV_634",38,17,22,6,0,7,0,3,0,92,88,51,0,0,0,45,0,39,20,9,15,0,35,0,9,1,0,0,0,0,0,15,0,0,0,0
"ASV_636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,78,0,52,107,141,133,35,47,45,21,20
"ASV_638",44,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,5,4,0,0,0,0,100,0,0,0,179,75,90,89,31
"ASV_639",0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,27,23,52,55,0,0,0,0,23,10,23,0,0,0,0,0
"ASV_641",36,29,19,35,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,0,9,0,0,0,0,37,0,0,0,107,21,0,46,0
"ASV_645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,54,35,51,18,12,46,42,0,0,0,0,0,0,0,0,0,0,22,0
"ASV_647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,0,0,18,0,0,0,0,64,28,0,0,131,95,79,73,49
"ASV_648",25,19,0,16,0,16,0,0,0,0,0,0,0,0,0,348,0,0,0,10,15,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_650",13,9,0,15,0,12,7,0,5,0,0,5,16,12,21,0,7,15,0,0,25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,33,399,47,55,89,24
"ASV_654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,110,32,14,55,61,80,60,133,28,38,75,20
"ASV_656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,11,0,110,156,167,63,95
"ASV_658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,116,18,17,16,147,118,109,160,53
"ASV_659",0,0,21,36,0,0,0,89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,55,0,99,92,126,41,0,0,0,0
"ASV_660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,168,60,31,71,32,58,55,106,51,46,49,22
"ASV_661",0,0,0,0,0,0,0,0,0,210,115,125,0,0,2,51,31,210,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"ASV_663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,91,122,39,69,28,0,0,100,84,54,59,32
"ASV_664",0,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47,34,25,67,48,0,0,0,0,0,0,0,5,0,0,4,0
"ASV_666",30,92,42,27,51,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
"ASV_667",0,0,0,0,0,34,0,0,0,0,0,0,52,27,50,34,0,30,0,0,0,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0
"ASV_669",0,0,0,0,0,0,0,0,0,0,5,0,3,0,21,45,58,195,21,24,0,13,21,28,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_671",0,0,0,0,0,0,0,0,0,53,42,0,26,18,38,27,50,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_672",0,0,0,0,0,0,0,0,0,59,45,43,0,0,0,10,16,200,0,0,0,0,0,0,117,44,20,17,45,62,64,0,0,0,10,0
"ASV_673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,31,31,30,18,0,50,0,0,0,62,32,23,34,0
"ASV_674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,177,0,13,14,137,85,116,135,56
"ASV_675",26,0,0,0,17,17,0,17,0,25,94,0,19,4,3,45,19,137,17,12,0,0,12,20,0,0,0,7,9,8,8,0,12,8,13,14
"ASV_677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,14,0,13,0,0,85,0,0,0,157,114,107,157,65
"ASV_678",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,21,9,8,0,0,33,9,0,0,0,78,0,0,0,66,114,108,105,41
"ASV_680",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,176,136,55,34,39,105,68,38,38,18,24,0
"ASV_681",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,24,14,42,23,7,28,44,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,52,12,0,163,132,201,30,19,7,25,0
"ASV_685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,76,31,12,9,139,131,257,34,10,15,23,0
"ASV_686",0,0,0,0,0,0,0,0,21,48,57,54,0,0,0,8,0,20,0,0,0,0,0,0,37,25,13,0,145,132,178,0,0,0,0,0
"ASV_687",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40,0,133,0,0,0,0,0,174,159,202,0,0,0,0,0
"ASV_691",11,14,11,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,20,10,6,20,21,7,37,35,26,21,32,31,27,24,20,21,8,30
"ASV_693",0,0,0,0,0,0,0,0,0,18,5,6,0,0,0,72,36,413,13,6,0,0,0,0,0,0,0,14,5,11,0,44,0,9,0,0
"ASV_696",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,61,46,50,64,0,0,0,0,0,0,0,7,0,0,8,0
"ASV_697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,122,70,23,0,111,154,220,0,0,0,0,0
"ASV_699",0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,160,58,0,45,62,87,0,0,0,0,0
"ASV_700",0,0,0,0,0,0,0,0,0,28,23,19,23,20,104,0,21,219,27,0,0,0,0,0,0,0,0,28,0,0,0,129,23,0,39,15
"ASV_702",0,0,0,0,0,0,28,53,157,0,0,0,23,32,129,0,0,20,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"ASV_704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,70,14,23,124,138,186,12,8,13,10,0
"ASV_707",66,38,27,0,32,47,8,12,3,0,0,2,8,12,20,0,11,18,9,0,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0
"ASV_708",0,0,20,0,18,0,0,0,0,61,90,132,0,0,0,14,38,51,73,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_711",43,72,20,46,13,67,0,0,0,0,0,0,0,0,24,0,0,0,0,18,17,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_712",40,0,19,0,0,0,7,0,0,0,25,0,7,0,13,0,0,32,0,0,17,0,13,21,0,0,5,0,71,58,104,0,0,0,0,0
"ASV_715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,8,132,35,0,0,96,119,104,91,51
"ASV_717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,104,54,35,7,16,17,16,0,0,0,0,0,0,0,25,0,0,0,0
"ASV_722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,66,39,0,48,103,84,100,0,0,0,0
"ASV_724",0,0,0,0,0,0,0,0,0,15,15,16,0,0,0,0,0,14,0,0,0,0,0,0,322,37,18,23,39,76,46,0,27,27,6,6
"ASV_729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,63,25,10,49,85,90,106,54,49,67,52,32
"ASV_730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,253,91,24,26,48,52,70,29,35,25,20,7
"ASV_731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,26,76,26,48,60,62,107,77,43,48
"ASV_734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,284,0,24,24,0,21,10,0,0,0,0,0,0,0,20,0,0,0,0
"ASV_735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,26,0,0,0,24,0,49,0,0,40,26,37,79,0,50,35,0,0
"ASV_738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,90,10,12,21,272,32,52,105,26
"ASV_739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,19,0,45,40,52,76,130,90,64,67,46
"ASV_744",9,13,0,0,0,0,0,0,32,0,0,25,0,27,17,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,147,0,11,12,90,150,88,99,48
"ASV_749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,17,435,33,36,55,26
"ASV_752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,0,76,44,54,43,147,88,64,38,35
"ASV_754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,0,57,46,46,56,109,59,77,140,23
"ASV_757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,32,14,21,79,75,124,68,35,23,83,23
"ASV_759",31,38,100,0,24,0,22,27,49,10,10,15,47,67,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_760",12,6,9,0,0,0,7,10,6,10,0,4,30,54,38,86,57,142,21,0,0,0,5,0,0,0,0,17,9,0,14,0,11,0,12,0
